"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BLBD","Blue Bird Corporation","18.43","$487.95M","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/blbd",
"BHAT","Blue Hat Interactive Entertainment Technology","3.32","$116.2M","2019","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/bhat",
"BLUE","bluebird bio, Inc.","88.78","$4.91B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/blue",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","1.15","$46.94M","2011","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","5.3","$159.84M","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","71.96","$3.53B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpmc",
"ITEQ","BlueStar Israel Technology ETF","40.2897","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iteq",
"BMCH","BMC Stock Holdings, Inc.","25.23","$1.68B","2013","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bmch",
"WIFI","Boingo Wireless, Inc.","9.24","$407.58M","2011","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/wifi",
"BOKF","BOK Financial Corporation","75.62","$5.38B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","26.0503","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.43","$11.31M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","1988.75","$84.55B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/bkng",
"BRQS","Borqs Technologies, Inc. ","1.8","$56.35M","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha Corporation","19.35","$445.24M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","11.33","$950.61M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpfh",
"EPAY","Bottomline Technologies, Inc.","40.43","$1.77B","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","1.9","$20.36M","2017","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/boxl",
"BWMC","Boxwood Merger Corp.","10.09","$257.3M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/bwmc",
"BWMCU","Boxwood Merger Corp.","10.879","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/bwmcu",
"BWMCW","Boxwood Merger Corp.","0.7799","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/bwmcw",
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbrx",
"BCLI","Brainstorm Cell Therapeutics Inc.","3.91","$88.17M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcli",
"BWAY","Brainsway Ltd.","9.09","$101.06M","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bway",
"BBI","Brickell Biotech, Inc.","4.1","$32.02M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bbi",
"BDGE","Bridge Bancorp, Inc.","29.49","$585.19M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bdge",
"BBIO","BridgeBio Pharma, Inc.","18.12","$2.12B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bbio",
"BLIN          ","Bridgeline Digital, Inc.","1.7","$4.75M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/blin",
"BWB","Bridgewater Bancshares, Inc.","12.08","$348.17M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","28.99","$263.14M","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","10.55","$403.84M","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","36.5","$4.07B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhf",
"BHFAL","Brighthouse Financial, Inc.","27.38","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfal",
"BHFAP","Brighthouse Financial, Inc.","28.02","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfap",
"AVGO","Broadcom Inc.","281.66","$111.73B","2009","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgo",
"AVGOP","Broadcom Inc.","1052.81","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgop",
"BVSN","BroadVision, Inc.","2.48","$12.55M","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","1.621","$45.17M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","1.6","$25.86M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bwen",
"BPY","Brookfield Property Partners L.P.","19.13","$8.4B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpy",
"BPYPO","Brookfield Property Partners L.P.","26.3573","$263.57M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypo",
"BPYPP","Brookfield Property Partners L.P.","26.35","$168.64M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypp",
"BPR","Brookfield Property REIT Inc.","19.15","$1.41B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpr",
"BPRAP","Brookfield Property REIT Inc.","25.58","$255.8M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bprap",
"BRKL","Brookline Bancorp, Inc.","14.61","$1.17B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","38.15","$2.76B","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/brks",
"DOOO","BRP Inc.","39.57","$1.55B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/dooo",
"BRKR","Bruker Corporation","43.52","$6.73B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","35.76","$720.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bmtc",
"BSQR","BSQUARE Corporation","1.14","$14.73M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/bsqr",
"BLDR","Builders FirstSource, Inc.","20.575","$2.38B","2005","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bldr",
"BFST","Business First Bancshares, Inc.","24.25","$324.14M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bfst",
"CFFI","C&F Financial Corporation","52.2","$179.17M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","85.32","$11.55B","1997","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/chrw",
"CCMP","Cabot Microelectronics Corporation","139.81","$4.06B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","66.51","$18.63B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","12.04","$324.68M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","11.955","$8.1B","2012","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","17.135","$589.36M","2012","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cste",
"CLBS","Caladrius Biosciences, Inc.","2.31","$24.03M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","11.01","$805.51M","2003","n/a","n/a","https://old.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","10.47","$742.04M","2002","n/a","n/a","https://old.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","20.4","$498.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","7.89","$467.05M","2007","n/a","n/a","https://old.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","12.02","$104.05M","2005","n/a","n/a","https://old.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","12.57","$1.94B","2004","n/a","n/a","https://old.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","10.355","$353.32M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","94.24","$1.66B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/cvgw",
"CALA","Calithera Biosciences, Inc.","2.55","$137.13M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cala",
"CALM","Cal-Maine Foods, Inc.","39.005","$1.9B","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","3.64","$282.3M","2006","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/clmt",
"CLXT","Calyxt, Inc.","4.19","$137.71M","2017","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/clxt",
"CMBM","Cambium Networks Corporation","8.32","$213.26M","2019","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmbm",
"CATC","Cambridge Bancorp","75.95","$368.44M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","42.82","$659.83M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","9.965","$383.88M","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","18.79","$1.11B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","0.1391","$8.4M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","12.27","$56.49M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/cphc",
"CBNK","Capital Bancorp, Inc.","13.2","$181.16M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","26.75","$447.95M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","11.84","$215.23M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","21.92","$387.92M","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","26.09","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","8.69","$140.18M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","24.334","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.79","$1.95B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","2.57","$9.99M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","16.19","$282.22M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.4699","$34.55M","2000","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","18.86","$878.66M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","14.93","$517.92M","2011","Technology","EDP Services","https://old.nasdaq.com/symbol/carb",
"CSII","Cardiovascular Systems, Inc.","44.93","$1.58B","1981","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/csii",
"CDLX","Cardlytics, Inc.","37.1","$847.44M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/cdlx",
"CATM","Cardtronics plc","31.36","$1.42B","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","28.13","$1.19B","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","14.88","$1.04B","1998","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","23.57","$2.25B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","29.79","$3.32B","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","35.04","$780.36M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","10.31","$95.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","7.595","$702.94M","1997","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","6.49","$336.32M","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/tast",
"CARE","Carter Bank & Trust","19.44","$511.93M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/care",
"CARV","Carver Bancorp, Inc.","2.93","$10.84M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/carv",
"CASA","Casa Systems, Inc.","6.5","$546.2M","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/casa",
"CWST","Casella Waste Systems, Inc.","42.31","$2.01B","1997","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","161.34","$5.93B","1983","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.15","$301.51M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","52.49","$760.55M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cass",
"SAVA","Cassava Sciences, Inc.","1.26","$21.7M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sava",
"CSTL","Castle Biosciences, Inc.","19.91","$339.85M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cstl",
"CTRM","Castor Maritime Inc.","3.7199","$8.93M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ctrm",
"CATB","Catabasis Pharmaceuticals, Inc.","4.9","$56.92M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","5.29","$63.56M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","4.95","$509.5M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","14.56","$240.92M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","34.48","$2.75B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/caty",
"CVCO","Cavco Industries, Inc.","190.49","$1.74B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/cvco",
"CBFV","CB Financial Services, Inc.","26.6336","$144.71M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbfv",
"CBAT","CBAK Energy Technology, Inc.","0.5595","$24.72M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cbat",
"CBMB","CBM Bancorp, Inc.","13.98","$59.16M","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cbmb",
"CBOE","Cboe Global Markets, Inc.","115.18","$12.88B","2010","n/a","n/a","https://old.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","28.7","$746.64M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","46.36","$5.63B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","123.33","$17.85B","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","6.71","$236.22M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","16.14","$165.26M","2017","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","100.39","$71.15B","1987","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","0.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","2.33","$34.99M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","0.4301","$4.82M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","0.1437","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","1.6","$15.03M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrb",
"CLRBZ","Cellectar Biosciences, Inc.","0.05","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","9.73","$413M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","14.78","$284.55M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","1.66","$35.5M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","3.24","$212.66M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","9.88","$137.75M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","1.43","$4.81M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","0.7466","$1.58M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.0101","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","3.28","$906.72M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cdev",
"CSFL","CenterState Bank Corporation","23.38","$3.02B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","4.53","$1.15B","1994","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","12.15","$54.57M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","28.2","$1.63B","1993","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","26.7","$1.54B","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","20.44","$274.87M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cvcy",
"CNTX","Centrexion Therapeutics Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cntx",
"CTRC","Centric Brands Inc.","2.49","$146.25M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctrc",
"CENX","Century Aluminum Company","6.2","$551.14M","1996","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","87.26","$485.86M","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","7.4","$217.92M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cnty",
"CRNT","Ceragon Networks Ltd.","2.76","$221.44M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","3.42","$160.62M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cerc",
"CRNC","Cerence Inc.","16.78","$610.55M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crnc",
"CERN","Cerner Corporation","67.74","$21.57B","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","4.3","$603.38M","1997","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","6.13","$14.81M","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","28.34","$622.49M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/ceva",
"CFFA","CF Finance Acquisition Corp.","10.15","$364.62M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cffa",
"CFFAU","CF Finance Acquisition Corp.","10.63","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/cffau",
"CFFAW","CF Finance Acquisition Corp.","0.72","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cffaw",
"CSBR","Champions Oncology, Inc.","5.65","$65.65M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/csbr",
"CHNG","Change Healthcare Inc.","12.39","$1.55B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chng",
"CHNGU","Change Healthcare Inc.","48.245","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chngu",
"CYOU","Changyou.com Limited","9.52","$506.95M","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","0.8109","$8.14M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd.","1.365","$39.56M","1997","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","59.24","$2.12B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","422.96","$93.68B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/chtr",
"CTAC","ChaSerg Technology Acquisition Corp.","10.16","$285.9M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ctac",
"CTACU","ChaSerg Technology Acquisition Corp.","10.63","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ctacu",
"CTACW","ChaSerg Technology Acquisition Corp.","0.91","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ctacw",
"CHKP","Check Point Software Technologies Ltd.","108.74","$16.55B","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","1.86","$15.32M","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.0131","n/a","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekw",
"CHEKZ","Check-Cap Ltd.","0.199","n/a","n/a","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekz",
"CKPT","Checkpoint Therapeutics, Inc.","2.03","$77.13M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","5.57","$97.84M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cemi",
"CCXI","ChemoCentryx, Inc.","7.27","$423.48M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","42.3","$204.86M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chmg",
"CHFS","CHF Solutions, Inc.","1.31","$3.39M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","4.72","$197.24M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","9.48","$114.46M","2017","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/csse",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","25.12","$23.07M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssep",
"PLCE","Children&#39;s Place, Inc. (The)","74.83","$1.17B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","1.55","$94.97M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmrx",
"CAAS","China Automotive Systems, Inc.","1.9195","$60.46M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","114.98","$4.4B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","0.7461","$4.51M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cccl",
"CCRC","China Customer Relations Centers, Inc.","9.6","$175.96M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","0.682","$16.11M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","0.7001","$31.54M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hgsh",
"CIH","China Index Holdings Limited","4.53","$404.98M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/cih",
"CIFS","China Internet Nationwide Financial Services Inc.","1.55","$34.28M","2017","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","1.23","$40.51M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cjjd",
"CHNR","China Natural Resources, Inc.","1.54","$38.36M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/chnr",
